"mun","PC1"
"09002",-3.28912753147393
"09003",-2.8211324287026
"09004",-1.17524559336327
"09005",-2.47066904401137
"09006",-3.21976824840937
"09007",-1.51873063265042
"09008",-1.9725716576038
"09009",-0.179898506630841
"09010",-2.4053108204554
"09011",-1.42324161650911
"09012",-1.54748601970541
"09013",-1.29874305294797
"09014",-4.54407856455791
"09015",-4.57120193716064
"09016",-3.71705601736757
"09017",-2.8534869509304
"13069",1.48387687366652
"15002",0.995188466896317
"15009",1.00577116033295
"15010",1.44785293057546
"15011",1.3680110225949
"15013",-1.09566046394393
"15015",1.815119232804
"15016",1.74738470565335
"15017",0.895511964372205
"15020",-1.0330854485404
"15022",0.444630732486291
"15023",1.34163181717921
"15024",-0.846623085027282
"15025",1.45870813526547
"15028",1.34269502826148
"15029",0.831143610457347
"15031",1.16643834965946
"15033",-0.609078229582534
"15034",2.57781450889752
"15035",0.469060574993431
"15036",2.75890229969672
"15037",-0.214024739892044
"15038",1.37943948862137
"15039",0.54412216415971
"15044",-0.0399441827627121
"15046",1.73936998315735
"15050",1.44911772930417
"15053",0.495508345626837
"15057",-1.95439008735924
"15058",-2.29482515893141
"15059",1.24250543560322
"15060",0.443789768805761
"15061",0.541426192291911
"15065",1.9437813555917
"15069",0.13038965890772
"15070",0.32371428215089
"15075",1.13397298813889
"15081",0.841481380959095
"15083",0.530719508962146
"15084",2.24018132038075
"15089",0.157916856268991
"15091",0.672496455155318
"15092",0.977614116128879
"15093",1.31687310736345
"15094",1.78929251965112
"15095",0.492971019077669
"15096",2.0470166541313
"15099",0.65498989863865
"15100",1.02999054399569
"15103",-0.479767508305338
"15104",-2.13825851088842
"15108",0.046567630712167
"15109",-0.81804089597364
"15112",1.96351885145741
"15120",1.55531324878554
"15121",-1.13002545853275
"15122",-0.0696287578700129
"15125",0.897279232269386
